mnemonic,assigned_id,title
rc-error.cat-1,hk-63oh.63,Cat 1 — Idempotent rerun (§8.2)
rc-error.cat-2,hk-63oh.64,Cat 2 — Non-idempotent in-flight (§8.3)
rc-error.cat-3,hk-63oh.65,"Cat 3 — Store disagreement, generic (§8.4)"
rc-error.cat-3a,hk-63oh.66,Cat 3a — Torn Beads write (§8.4a)
rc-error.cat-3b,hk-63oh.67,Cat 3b — Verdict-unexecuted (§8.5)
rc-error.cat-3c,hk-63oh.68,Cat 3c — Inverse premature-close (§8.6)
rc-error.cat-4,hk-63oh.69,Cat 4 — Recoverable known state (§8.7)
rc-error.cat-5,hk-63oh.70,Cat 5 — Clean restart (§8.8)
rc-error.cat-6a,hk-63oh.71,"Cat 6a — Integrity violation, LLM-triageable (§8.11)"
rc-error.cat-6b,hk-63oh.72,"Cat 6b — Integrity violation, mechanically unrecoverable (§8.11a)"
rc-test.workflow-classification-fixture,hk-63oh.73,"Reconciliation-as-workflow + uniqueness fixture (RC-001..RC-006, RC-002a/002b/003a/003b, RC-INV-001)"
rc-test.detector-harness,hk-63oh.74,"Detector harness + cadence + corroboration (RC-010..RC-014, RC-019a, RC-020a, RC-020b)"
rc-test.investigator-harness,hk-63oh.75,"Investigator-agent contract harness (RC-015..RC-019, RC-015a)"
rc-test.verdict-execution-harness,hk-63oh.76,"Verdict + execution harness (RC-020..RC-027, RC-022a, RC-025a, RC-026a)"
rc-test.re-run-vs-intra-run-harness,hk-63oh.77,Re-run vs intra-run scenario harness (RC-028..RC-030)
rc-test.crash-recovery-suite,hk-63oh.78,Crash-recovery suite (RC-031 — every detector + verdict-execution path)
rc-test.taxonomy-conformance,hk-63oh.79,Taxonomy + action-mapping conformance (RC-007..RC-009 + §8.12 ↔ schemas.md §6.3 sync)
